short_name,age,nationality_name,overall,potential,club_name,value_eur,wage_eur,player_positions,player_face_url
J. Lewald,22,Germany,60,66,FC Viktoria 1889 Berlin,350000.0,600.0,CB,https://cdn.sofifa.net/players/262/534/22_120.png
E. Akdağ,24,Turkey,60,66,GZT Giresunspor,350000.0,2000.0,CDM,https://cdn.sofifa.net/players/262/609/22_120.png
B. Bekaroğlu,24,Turkey,60,66,Fatih Karagümrük S.K.,350000.0,2000.0,CB,https://cdn.sofifa.net/players/264/283/22_120.png
M. Kamenz,22,Germany,60,66,FSV Zwickau,325000.0,500.0,GK,https://cdn.sofifa.net/players/243/737/22_120.png
J. Hass,23,Argentina,60,66,Club Atlético Colón,325000.0,1000.0,GK,https://cdn.sofifa.net/players/247/295/22_120.png
J. Calderón,23,Peru,60,66,Club Universitario de Deportes,325000.0,500.0,GK,https://cdn.sofifa.net/players/253/837/22_120.png
L. Wedl,25,Austria,60,66,FK Austria Wien,300000.0,2000.0,GK,https://cdn.sofifa.net/players/219/657/22_120.png
M. Vargas,25,Chile,60,66,Unión La Calera,300000.0,500.0,GK,https://cdn.sofifa.net/players/229/397/22_120.png
R. Scott,25,Australia,60,66,Western United FC,300000.0,500.0,GK,https://cdn.sofifa.net/players/254/906/22_120.png
K. Thomas,25,England,60,65,Wrexham AFC,375000.0,500.0,ST,https://cdn.sofifa.net/players/208/559/22_120.png
M. Willock,24,Montserrat,60,65,Salford City,375000.0,3000.0,CM,https://cdn.sofifa.net/players/213/696/22_120.png
A. Jakubiak,24,Scotland,60,65,Dundee FC,375000.0,1000.0,ST,https://cdn.sofifa.net/players/222/422/22_120.png
L. Davies,21,England,60,65,Cambridge United,375000.0,1000.0,RM,https://cdn.sofifa.net/players/231/617/22_120.png
M. Remacle,24,Belgium,60,65,FC Botoşani,375000.0,2000.0,CM,https://cdn.sofifa.net/players/231/923/22_120.png
F. Antonini,23,Argentina,60,65,Club Atlético Sarmiento,375000.0,2000.0,RM,https://cdn.sofifa.net/players/233/440/22_120.png
M. Holzer,22,Austria,60,65,RZ Pellets Wolfsberger AC,375000.0,3000.0,ST,https://cdn.sofifa.net/players/236/622/22_120.png
Lin Liangming,24,China PR,60,65,Dalian Professional Football Club,375000.0,2000.0,RM,https://cdn.sofifa.net/players/241/239/22_120.png
C. Arrua,23,Paraguay,60,65,Club Nacional,375000.0,500.0,CAM,https://cdn.sofifa.net/players/254/700/22_120.png
K. Konno,23,Japan,60,65,FC Tokyo,375000.0,2000.0,RM,https://cdn.sofifa.net/players/254/844/22_120.png
J. Gallardo,23,United States,60,65,Gallos Blancos de Querétaro,375000.0,2000.0,LM,https://cdn.sofifa.net/players/260/419/22_120.png
L. Mikić,24,Croatia,60,65,SV Ried,375000.0,2000.0,ST,https://cdn.sofifa.net/players/262/628/22_120.png
D. Antyukh,23,Ukraine,60,65,Dynamo Kyiv,375000.0,500.0,LM,https://cdn.sofifa.net/players/263/289/22_120.png
R. Feely,24,Republic of Ireland,60,65,Bohemian FC,350000.0,500.0,RB,https://cdn.sofifa.net/players/225/873/22_120.png
E. Boyle,24,Republic of Ireland,60,65,Finn Harps,350000.0,500.0,RB,https://cdn.sofifa.net/players/233/288/22_120.png
A. Talal,25,Morocco,60,65,SC Bastia,350000.0,1000.0,CM,https://cdn.sofifa.net/players/239/460/22_120.png
E. Henschel,24,Germany,60,65,TSV Havelse,350000.0,500.0,RWB,https://cdn.sofifa.net/players/244/012/22_120.png
A. López,24,Guatemala,60,65,Club América,350000.0,5000.0,LB,https://cdn.sofifa.net/players/244/835/22_120.png
J. Boyer,23,France,60,65,Clermont Foot 63,350000.0,2000.0,LB,https://cdn.sofifa.net/players/247/533/22_120.png
D. Pérez,22,Bolivia,60,65,Club Deportivo Jorge Wilstermann,350000.0,500.0,RB,https://cdn.sofifa.net/players/255/488/22_120.png
A. Ndiaye,24,Senegal,60,65,Pau FC,350000.0,750.0,CDM,https://cdn.sofifa.net/players/256/693/22_120.png
N. Fuke,23,Japan,60,65,Tokushima Vortis,350000.0,700.0,LB,https://cdn.sofifa.net/players/260/320/22_120.png
J. Brown,23,Republic of Ireland,60,65,Drogheda United,350000.0,500.0,RB,https://cdn.sofifa.net/players/261/277/22_120.png
M. Andric,23,Austria,60,65,WSG Tirol,350000.0,2000.0,LB,https://cdn.sofifa.net/players/262/241/22_120.png
Diogo Izata,24,Portugal,60,65,Gaz Metan Mediaş,350000.0,1000.0,CDM,https://cdn.sofifa.net/players/263/483/22_120.png
L. Paramatti,26,Italy,60,65,FC U Craiova 1948,325000.0,2000.0,CB,https://cdn.sofifa.net/players/220/481/22_120.png
A. Bengtsson,25,Sweden,60,65,Halmstads BK,325000.0,750.0,LB,https://cdn.sofifa.net/players/226/387/22_120.png
M. Watson,25,Sweden,60,65,Mjällby AIF,325000.0,600.0,CB,https://cdn.sofifa.net/players/231/510/22_120.png
A. Dudea,24,Romania,60,65,FC Dinamo 1948 Bucureşti,325000.0,850.0,CB,https://cdn.sofifa.net/players/246/558/22_120.png
J. Just,24,Germany,60,65,SV Waldhof Mannheim 07,325000.0,650.0,CB,https://cdn.sofifa.net/players/248/577/22_120.png
T. Carlsson,25,Sweden,60,65,BK Häcken,325000.0,950.0,CB,https://cdn.sofifa.net/players/254/282/22_120.png
S. Reyes,24,Bolivia,60,65,Club Deportivo Jorge Wilstermann,325000.0,500.0,CB,https://cdn.sofifa.net/players/255/484/22_120.png
N. Al Sharari,25,Saudi Arabia,60,65,Al Shabab,325000.0,5000.0,CB,https://cdn.sofifa.net/players/255/837/22_120.png
S. Hasukawa,23,Japan,60,65,FC Tokyo,325000.0,1000.0,CB,https://cdn.sofifa.net/players/258/878/22_120.png
D. Nakashio,24,Japan,60,65,Yokohama FC,325000.0,700.0,CB,https://cdn.sofifa.net/players/260/296/22_120.png
Yuri,25,Brazil,60,65,FC Lugano,325000.0,2000.0,LWB,https://cdn.sofifa.net/players/263/928/22_120.png
J. Brattberg,24,Sweden,60,65,BK Häcken,300000.0,650.0,GK,https://cdn.sofifa.net/players/220/985/22_120.png
R. Watson,25,England,60,65,Scunthorpe United,300000.0,2000.0,GK,https://cdn.sofifa.net/players/223/982/22_120.png
E. González,25,Argentina,60,65,Estudiantes de La Plata,300000.0,1000.0,GK,https://cdn.sofifa.net/players/246/843/22_120.png
P. Morrison,23,Scotland,60,65,Motherwell,300000.0,800.0,GK,https://cdn.sofifa.net/players/258/383/22_120.png
S. Rojas,21,Peru,60,65,Carlos A. Mannucci,300000.0,500.0,GK,https://cdn.sofifa.net/players/259/783/22_120.png
T. Kato,24,Japan,60,65,Gamba Osaka,300000.0,1000.0,GK,https://cdn.sofifa.net/players/261/584/22_120.png
Dalberson,24,Brazil,60,65,Futebol Clube de Famalicão,300000.0,1000.0,GK,https://cdn.sofifa.net/players/263/547/22_120.png
S. McGuinness,26,Republic of Ireland,60,65,Bohemian FC,275000.0,500.0,GK,https://cdn.sofifa.net/players/212/763/22_120.png
M. Bu Sanda,26,United Arab Emirates,60,65,Al Ain FC,275000.0,500.0,GK,https://cdn.sofifa.net/players/247/067/22_120.png
S. Karweina,22,Germany,60,64,Türkgücü München,375000.0,1000.0,ST,https://cdn.sofifa.net/players/244/082/22_120.png
A. Masuyama,24,Japan,60,64,Oita Trinita,350000.0,750.0,RM,https://cdn.sofifa.net/players/233/506/22_120.png
T. Archibald,23,Scotland,60,64,Leyton Orient,350000.0,2000.0,RW,https://cdn.sofifa.net/players/238/846/22_120.png
D. Musovski,25,United States,60,64,Los Angeles FC,350000.0,1000.0,ST,https://cdn.sofifa.net/players/243/302/22_120.png
Tong Lei,23,China PR,60,64,Dalian Professional Football Club,325000.0,2000.0,RB,https://cdn.sofifa.net/players/233/946/22_120.png
J. Gurr,25,England,60,64,Aberdeen,325000.0,1000.0,RB,https://cdn.sofifa.net/players/261/694/22_120.png
R. Diarra,26,France,60,64,Oldham Athletic,300000.0,2000.0,CB,https://cdn.sofifa.net/players/229/450/22_120.png
H. Takimoto,24,Japan,60,64,Kashiwa Reysol,275000.0,1000.0,GK,https://cdn.sofifa.net/players/232/566/22_120.png
E. Dieseruvwe,26,England,60,63,Tranmere Rovers,325000.0,2000.0,ST,https://cdn.sofifa.net/players/215/088/22_120.png
S. Bonecki,26,Poland,60,63,Bruk-Bet Termalica Nieciecza,325000.0,2000.0,CM,https://cdn.sofifa.net/players/219/272/22_120.png
J. Düker,25,Germany,60,63,TSV Havelse,325000.0,500.0,ST,https://cdn.sofifa.net/players/225/654/22_120.png
S. Shamal,25,France,60,63,Stade Malherbe Caen,325000.0,1000.0,LM,https://cdn.sofifa.net/players/225/935/22_120.png
D. Chávez,26,Mexico,60,63,Deportivo Toluca,325000.0,4000.0,ST,https://cdn.sofifa.net/players/226/140/22_120.png
J. Sowerby,26,England,60,63,Northampton Town,325000.0,3000.0,CM,https://cdn.sofifa.net/players/226/352/22_120.png
E. Osadebe,24,Republic of Ireland,60,63,Walsall,325000.0,2000.0,CM,https://cdn.sofifa.net/players/229/914/22_120.png
W. Al Anazi,26,Saudi Arabia,60,63,Damac FC,325000.0,3000.0,CM,https://cdn.sofifa.net/players/235/656/22_120.png
E. Osborne,25,England,60,63,Stevenage,325000.0,2000.0,RM,https://cdn.sofifa.net/players/236/762/22_120.png
M. Al Majhad,24,Saudi Arabia,60,63,Al Ahli,325000.0,5000.0,CM,https://cdn.sofifa.net/players/240/463/22_120.png
A. Perez,25,United States,60,63,D.C. United,325000.0,1000.0,RW,https://cdn.sofifa.net/players/247/636/22_120.png
J. Bergström,26,Sweden,60,63,Mjällby AIF,325000.0,800.0,ST,https://cdn.sofifa.net/players/253/013/22_120.png
C. Zabou,25,France,60,63,US Quevilly Rouen Métropole,325000.0,1000.0,LW,https://cdn.sofifa.net/players/257/017/22_120.png
R. Korboa,24,England,60,63,Sutton United,325000.0,2000.0,RW,https://cdn.sofifa.net/players/258/566/22_120.png
S. Flores,26,Mexico,60,63,Club Deportivo Guadalajara,325000.0,7000.0,CM,https://cdn.sofifa.net/players/260/382/22_120.png
M. Estol,26,Uruguay,60,63,Cerro Largo Fútbol Club,325000.0,500.0,CM,https://cdn.sofifa.net/players/261/695/22_120.png
B. Warland,24,Australia,60,63,Sydney FC,300000.0,1000.0,CB,https://cdn.sofifa.net/players/225/051/22_120.png
I. Vujica,24,Australia,60,63,Western United FC,300000.0,500.0,LB,https://cdn.sofifa.net/players/235/054/22_120.png
Yuan Mincheng,25,China PR,60,63,Shenzhen FC,300000.0,2000.0,CB,https://cdn.sofifa.net/players/241/299/22_120.png
J. Jiménez,26,Mexico,60,63,Cruz Azul,300000.0,8000.0,LB,https://cdn.sofifa.net/players/252/557/22_120.png
A. Liljenbäck,26,Sweden,60,63,Varbergs BoIS FC,300000.0,650.0,RWB,https://cdn.sofifa.net/players/255/737/22_120.png
C. Alexander,26,England,60,63,AFC Wimbledon,300000.0,1000.0,RB,https://cdn.sofifa.net/players/257/478/22_120.png
S. Buștea,26,Romania,60,63,AFC UTA Arad,300000.0,2000.0,RB,https://cdn.sofifa.net/players/257/807/22_120.png
B. Öksüz,25,Turkey,60,63,Atakaş Hatayspor,300000.0,2000.0,CB,https://cdn.sofifa.net/players/263/585/22_120.png
E. Ahumada,27,Chile,60,63,CD Antofagasta,275000.0,750.0,CB,https://cdn.sofifa.net/players/224/844/22_120.png
A. Bilali,27,Albania,60,63,FC Academica Clinceni,275000.0,1000.0,CB,https://cdn.sofifa.net/players/258/098/22_120.png
Guilherme Garutti,27,Brazil,60,63,CS Mioveni,275000.0,1000.0,CB,https://cdn.sofifa.net/players/262/704/22_120.png
J. Furlan,28,Italy,60,63,Empoli,230000.0,6000.0,GK,https://cdn.sofifa.net/players/205/727/22_120.png
F. Yıldırım,25,Turkey,60,62,Kasimpaşa SK,300000.0,2000.0,RM,https://cdn.sofifa.net/players/223/719/22_120.png
D. Murnane,26,Australia,60,62,Newcastle Jets,275000.0,550.0,LB,https://cdn.sofifa.net/players/213/712/22_120.png
B. Comley,25,Montserrat,60,62,Bolton Wanderers,275000.0,2000.0,CDM,https://cdn.sofifa.net/players/223/918/22_120.png
H. Al Ruwaili,26,Saudi Arabia,60,62,Al Taawoun,275000.0,4000.0,RB,https://cdn.sofifa.net/players/228/250/22_120.png
A. Al Najai,26,Saudi Arabia,60,62,Al Hazem,275000.0,3000.0,CDM,https://cdn.sofifa.net/players/236/733/22_120.png
A. Al Khatib,26,Saudi Arabia,60,62,Ettifaq FC,275000.0,4000.0,CB,https://cdn.sofifa.net/players/243/045/22_120.png
L. Nieuwpoort,26,Netherlands,60,62,RKC Waalwijk,275000.0,1000.0,CB,https://cdn.sofifa.net/players/243/615/22_120.png
M. Al Najai,27,Saudi Arabia,60,62,Damac FC,275000.0,3000.0,CDM,https://cdn.sofifa.net/players/251/506/22_120.png
D. Enríquez,28,Ecuador,60,62,Club Social y Deportivo Macará,250000.0,500.0,CB,https://cdn.sofifa.net/players/253/337/22_120.png
S. Akaydin,27,Turkey,60,62,Adana Demirspor,250000.0,3000.0,CB,https://cdn.sofifa.net/players/263/021/22_120.png
M. Bleve,25,Italy,60,62,Lecce,240000.0,550.0,GK,https://cdn.sofifa.net/players/239/573/22_120.png
Hwang ByeongGeun,27,Korea Republic,60,62,Jeonbuk Hyundai Motors,220000.0,1000.0,GK,https://cdn.sofifa.net/players/228/526/22_120.png
Fang Jingqi,28,China PR,60,62,Tianjin Jinmen Tiger FC,210000.0,2000.0,GK,https://cdn.sofifa.net/players/221/798/22_120.png
J. Reid,26,Northern Ireland,60,61,Stevenage,300000.0,2000.0,ST,https://cdn.sofifa.net/players/205/255/22_120.png
H. Panayiotou,26,Saint Kitts and Nevis,60,61,Livingston FC,300000.0,1000.0,ST,https://cdn.sofifa.net/players/208/774/22_120.png
A. Jagiełło,26,Poland,60,61,Górnik Łęczna,300000.0,850.0,LM,https://cdn.sofifa.net/players/213/157/22_120.png
Zhong Jinbao,26,China PR,60,61,Henan Songshan Longmen FC,300000.0,2000.0,CM,https://cdn.sofifa.net/players/224/675/22_120.png
J. Soltvedt,25,Norway,60,61,Sarpsborg 08 FF,300000.0,850.0,LM,https://cdn.sofifa.net/players/225/251/22_120.png
Cheng Yuan,27,China PR,60,61,Shandong Taishan,300000.0,3000.0,ST,https://cdn.sofifa.net/players/228/073/22_120.png
H. Al Habib,26,Saudi Arabia,60,61,Al Fateh,300000.0,5000.0,CAM,https://cdn.sofifa.net/players/235/162/22_120.png
L. Fritzson,25,Sweden,60,61,Östersunds FK,300000.0,900.0,CM,https://cdn.sofifa.net/players/237/140/22_120.png
O. Bugiel,27,Lebanon,60,61,Sutton United,300000.0,2000.0,ST,https://cdn.sofifa.net/players/238/716/22_120.png
M. Hippolyte,26,England,60,61,Scunthorpe United,300000.0,3000.0,LW,https://cdn.sofifa.net/players/244/322/22_120.png
B. Singh,26,India,60,61,Mumbai City FC,300000.0,600.0,LM,https://cdn.sofifa.net/players/248/178/22_120.png
S. Al Abbas,26,Saudi Arabia,60,61,Al Faisaly,300000.0,3000.0,ST,https://cdn.sofifa.net/players/251/906/22_120.png
R. Luna,25,Argentina,60,61,Arsenal de Sarandí,300000.0,2000.0,RW,https://cdn.sofifa.net/players/259/270/22_120.png
K. Hovi,27,Finland,60,61,FC Viktoria 1889 Berlin,300000.0,800.0,ST,https://cdn.sofifa.net/players/262/613/22_120.png
A. Oggesen,27,Denmark,60,61,Silkeborg IF,275000.0,2000.0,CM,https://cdn.sofifa.net/players/207/886/22_120.png
D. Sweeney,27,England,60,61,Forest Green Rovers,275000.0,3000.0,CM,https://cdn.sofifa.net/players/211/217/22_120.png
F. Vázquez,27,Argentina,60,61,Patronato,275000.0,2000.0,CM,https://cdn.sofifa.net/players/214/666/22_120.png
E. Sánchez,27,Mexico,60,61,Mazatlán Futbol Club,275000.0,2000.0,CAM,https://cdn.sofifa.net/players/224/231/22_120.png
Zheng Zhiyun,26,China PR,60,61,Shijiazhuang Ever Bright F.C.,275000.0,1000.0,LB,https://cdn.sofifa.net/players/224/638/22_120.png
A. Al Shammari,27,Saudi Arabia,60,61,Al Hazem,250000.0,3000.0,CB,https://cdn.sofifa.net/players/220/023/22_120.png
J. Tratt,26,Australia,60,61,Adelaide United,250000.0,800.0,CB,https://cdn.sofifa.net/players/230/980/22_120.png
M. Al Ghamdi,27,Saudi Arabia,60,61,Al Taawoun,250000.0,4000.0,RB,https://cdn.sofifa.net/players/259/359/22_120.png
O. Gallardo,27,Paraguay,60,61,Club River Plate Asunción,250000.0,500.0,RB,https://cdn.sofifa.net/players/260/975/22_120.png
M. González,27,Uruguay,60,61,Club Atlético Rentistas,250000.0,500.0,CB,https://cdn.sofifa.net/players/261/821/22_120.png
Rai Marchán,27,Spain,60,61,Melbourne Victory,250000.0,2000.0,CDM,https://cdn.sofifa.net/players/263/708/22_120.png
N. Byrne,28,Republic of Ireland,60,61,Hartlepool United,230000.0,2000.0,CB,https://cdn.sofifa.net/players/204/870/22_120.png
Choi Bong Jin,29,Korea Republic,60,61,Suwon FC,190000.0,800.0,GK,https://cdn.sofifa.net/players/228/498/22_120.png
H. Pérez,30,Venezuela,60,61,AC Mineros de Guayana,180000.0,500.0,GK,https://cdn.sofifa.net/players/253/843/22_120.png
J. Ogedi-Uzokwe,27,England,60,60,Derry City,275000.0,800.0,ST,https://cdn.sofifa.net/players/241/977/22_120.png
M. Martínez,26,Paraguay,60,60,Club Nacional,275000.0,500.0,LM,https://cdn.sofifa.net/players/261/682/22_120.png
L. García,28,Mexico,60,60,Club Necaxa,250000.0,3000.0,ST,https://cdn.sofifa.net/players/202/824/22_120.png
D. Orellana,28,Chile,60,60,CD Antofagasta,250000.0,850.0,CM,https://cdn.sofifa.net/players/214/747/22_120.png
D. Whitehead,27,England,60,60,Port Vale,250000.0,2000.0,CM,https://cdn.sofifa.net/players/216/111/22_120.png
P. Das,27,India,60,60,ATK Mohun Bagan FC,250000.0,650.0,RM,https://cdn.sofifa.net/players/228/195/22_120.png
A. Jafar,27,Saudi Arabia,60,60,Al Tai,250000.0,3000.0,RM,https://cdn.sofifa.net/players/231/486/22_120.png
E. Brenden,27,Norway,60,60,Sandefjord Fotball,250000.0,800.0,LM,https://cdn.sofifa.net/players/233/446/22_120.png
C. Theisen,28,Germany,60,60,FC Viktoria 1889 Berlin,250000.0,800.0,CM,https://cdn.sofifa.net/players/238/567/22_120.png
A. Awad,29,Palestine,60,60,Östersunds FK,250000.0,1000.0,ST,https://cdn.sofifa.net/players/243/159/22_120.png
S. Yamada,27,Japan,60,60,FC Viktoria 1889 Berlin,250000.0,750.0,RM,https://cdn.sofifa.net/players/262/958/22_120.png
B. McNamee,29,Republic of Ireland,60,60,Finn Harps,240000.0,500.0,CAM,https://cdn.sofifa.net/players/204/383/22_120.png
S. Céspedes,29,Chile,60,60,Club de Deportes Cobresal,240000.0,700.0,LM,https://cdn.sofifa.net/players/214/278/22_120.png
S. Griffin,26,Republic of Ireland,60,60,St. Patrick's Athletic,240000.0,600.0,LB,https://cdn.sofifa.net/players/218/585/22_120.png
K. Eriksen,30,Norway,60,60,Mjøndalen IF,240000.0,900.0,ST,https://cdn.sofifa.net/players/221/423/22_120.png
N. Miracco,30,Argentina,60,60,Arsenal de Sarandí,240000.0,2000.0,ST,https://cdn.sofifa.net/players/226/496/22_120.png
M. Massop,27,Netherlands,60,60,Silkeborg IF,240000.0,2000.0,LB,https://cdn.sofifa.net/players/235/579/22_120.png
L. Doumbouya,30,Guinea,60,60,Shanghai Shenhua FC,240000.0,3000.0,ST,https://cdn.sofifa.net/players/236/370/22_120.png
R. Bennett,30,England,60,60,Sutton United,240000.0,2000.0,ST,https://cdn.sofifa.net/players/240/208/22_120.png
A. Al Nemer,29,Saudi Arabia,60,60,Al Taawoun,240000.0,4000.0,CAM,https://cdn.sofifa.net/players/242/221/22_120.png
M. Afana,30,Jordan,60,60,Abha Club,240000.0,2000.0,ST,https://cdn.sofifa.net/players/255/042/22_120.png
Y. Yuzawa,30,Japan,60,60,Sagan Tosu,240000.0,950.0,LW,https://cdn.sofifa.net/players/255/853/22_120.png
J. Padilla,27,Mexico,60,60,Mazatlán Futbol Club,240000.0,2000.0,RB,https://cdn.sofifa.net/players/257/035/22_120.png
I. Omar,29,Saudi Arabia,60,60,Al Faisaly,240000.0,3000.0,CAM,https://cdn.sofifa.net/players/258/801/22_120.png
J. Duche,29,Argentina,60,60,Aragua Fútbol Club,240000.0,500.0,LM,https://cdn.sofifa.net/players/261/503/22_120.png
Zarrabeitia,27,Spain,60,60,SD Amorebieta,240000.0,1000.0,RB,https://cdn.sofifa.net/players/262/493/22_120.png
K. Ntlhe,27,South Africa,60,60,Barrow,230000.0,2000.0,CB,https://cdn.sofifa.net/players/202/795/22_120.png
J. Phojo,28,France,60,60,Clermont Foot 63,220000.0,3000.0,RB,https://cdn.sofifa.net/players/209/784/22_120.png
A. Majrashi,29,Saudi Arabia,60,60,Al Tai,220000.0,3000.0,RB,https://cdn.sofifa.net/players/210/206/22_120.png
A. Al Zubaidi,28,Saudi Arabia,60,60,Al Fayha,220000.0,3000.0,RB,https://cdn.sofifa.net/players/210/790/22_120.png
C. Nica,28,Romania,60,60,FC Dinamo 1948 Bucureşti,220000.0,1000.0,RB,https://cdn.sofifa.net/players/216/578/22_120.png
Ye Chongqiu,28,China PR,60,60,Wuhan FC,220000.0,2000.0,CDM,https://cdn.sofifa.net/players/224/693/22_120.png
M. Rao Dessai,29,India,60,60,Mumbai City FC,220000.0,600.0,LB,https://cdn.sofifa.net/players/228/194/22_120.png
N. Hazazi,28,Saudi Arabia,60,60,Al Raed,220000.0,3000.0,CDM,https://cdn.sofifa.net/players/231/171/22_120.png
C. Coll,29,Republic of Ireland,60,60,Derry City,220000.0,550.0,LB,https://cdn.sofifa.net/players/231/674/22_120.png
Z. Mills,29,England,60,60,Walsall,220000.0,3000.0,RB,https://cdn.sofifa.net/players/234/692/22_120.png
M. Bakhit,29,Saudi Arabia,60,60,Al Hazem,220000.0,3000.0,RB,https://cdn.sofifa.net/players/245/521/22_120.png
Ó. Sverrisson,28,Iceland,60,60,BK Häcken,220000.0,1000.0,LB,https://cdn.sofifa.net/players/246/552/22_120.png
A. Bogusz,28,Poland,60,60,Radomiak Radom,220000.0,850.0,LB,https://cdn.sofifa.net/players/250/966/22_120.png
J. Khayat,28,Morocco,60,60,Mjällby AIF,220000.0,700.0,LWB,https://cdn.sofifa.net/players/255/534/22_120.png
J. Hyde,31,England,60,60,Wrexham AFC,210000.0,500.0,ST,https://cdn.sofifa.net/players/187/031/22_120.png
K. Buckley,29,Republic of Ireland,60,60,Bohemian FC,210000.0,600.0,CDM,https://cdn.sofifa.net/players/202/881/22_120.png
R. Gaffney,31,Republic of Ireland,60,60,Shamrock Rovers,210000.0,800.0,ST,https://cdn.sofifa.net/players/207/491/22_120.png
Ma Sang Hoon,29,Korea Republic,60,60,Seongnam FC,210000.0,950.0,CB,https://cdn.sofifa.net/players/210/999/22_120.png
Pei Shuai,28,China PR,60,60,Shenzhen FC,210000.0,2000.0,CB,https://cdn.sofifa.net/players/221/974/22_120.png
K. Opseth,31,Norway,60,60,Sarpsborg 08 FF,210000.0,1000.0,ST,https://cdn.sofifa.net/players/222/216/22_120.png
A. Al Habib,28,Saudi Arabia,60,60,Abha Club,210000.0,2000.0,CB,https://cdn.sofifa.net/players/225/198/22_120.png
M. Bali,31,China PR,60,60,Qingdao FC,210000.0,3000.0,ST,https://cdn.sofifa.net/players/228/061/22_120.png
R. Vargas,31,Bolivia,60,60,Club Atlético Nacional Potosí,210000.0,500.0,ST,https://cdn.sofifa.net/players/236/771/22_120.png
R. Bheke,30,India,60,60,Mumbai City FC,210000.0,550.0,RB,https://cdn.sofifa.net/players/248/265/22_120.png
W. Seymore,29,United States,60,60,Finn Harps,210000.0,500.0,CDM,https://cdn.sofifa.net/players/254/872/22_120.png
O. Blanco,31,Colombia,60,60,Club Atlético Palmaflor,210000.0,500.0,ST,https://cdn.sofifa.net/players/261/184/22_120.png
Park Gi Dong,32,Korea Republic,60,60,Daegu FC,200000.0,2000.0,ST,https://cdn.sofifa.net/players/202/295/22_120.png
J. Al Zoaed,32,Saudi Arabia,60,60,Abha Club,200000.0,2000.0,CAM,https://cdn.sofifa.net/players/209/188/22_120.png
T. Uskok,30,Australia,60,60,Macarthur FC,200000.0,800.0,CB,https://cdn.sofifa.net/players/231/634/22_120.png
Ș. Blănaru,32,Romania,60,60,CS Mioveni,200000.0,1000.0,ST,https://cdn.sofifa.net/players/247/999/22_120.png
J. Lawlor,30,England,60,60,Hartlepool United,200000.0,2000.0,CB,https://cdn.sofifa.net/players/258/317/22_120.png
A. Wordsworth,32,England,60,60,Waterford FC,190000.0,550.0,CM,https://cdn.sofifa.net/players/171/620/22_120.png
Song Long,31,China PR,60,60,Shandong Taishan,180000.0,3000.0,LB,https://cdn.sofifa.net/players/239/858/22_120.png
K. Mintikkis,31,Cyprus,60,60,APOEL Nicosia FC,180000.0,500.0,RB,https://cdn.sofifa.net/players/264/487/22_120.png
D. Lyness,29,England,60,60,St. Mirren,170000.0,1000.0,GK,https://cdn.sofifa.net/players/183/533/22_120.png
I. Bermingham,32,Republic of Ireland,60,60,St. Patrick's Athletic,170000.0,600.0,LB,https://cdn.sofifa.net/players/184/980/22_120.png
Zhang ZhenQiang,28,China PR,60,60,Shijiazhuang Ever Bright F.C.,170000.0,1000.0,GK,https://cdn.sofifa.net/players/222/177/22_120.png
Jin Pengxiang,31,China PR,60,60,Beijing Guoan FC,170000.0,3000.0,CB,https://cdn.sofifa.net/players/222/179/22_120.png
Lü Peng,31,China PR,60,60,Qingdao FC,170000.0,2000.0,CDM,https://cdn.sofifa.net/players/222/190/22_120.png
Luo Xin,31,China PR,60,60,Henan Songshan Longmen FC,170000.0,2000.0,CB,https://cdn.sofifa.net/players/226/186/22_120.png
Jiang Jihong,31,China PR,60,60,Guangzhou City,170000.0,2000.0,CB,https://cdn.sofifa.net/players/226/844/22_120.png
M. Świdzikowski,31,Poland,60,60,Radomiak Radom,170000.0,800.0,CB,https://cdn.sofifa.net/players/262/677/22_120.png
S. Ando,30,Japan,60,60,Kawasaki Frontale,160000.0,2000.0,GK,https://cdn.sofifa.net/players/191/336/22_120.png
F. Rossi,30,Italy,60,60,Atalanta,160000.0,5000.0,GK,https://cdn.sofifa.net/players/194/894/22_120.png
H. Al Shuwaysh,32,Saudi Arabia,60,60,Al Fayha,160000.0,3000.0,CB,https://cdn.sofifa.net/players/209/169/22_120.png
D. Al Saeed,30,Saudi Arabia,60,60,Al Hazem,160000.0,2000.0,GK,https://cdn.sofifa.net/players/228/611/22_120.png
G. Kawanami,30,Japan,60,60,Sanfrecce Hiroshima,160000.0,1000.0,GK,https://cdn.sofifa.net/players/232/565/22_120.png
A. Khan,32,India,60,60,SC East Bengal FC,160000.0,500.0,CB,https://cdn.sofifa.net/players/248/306/22_120.png
C. McCann,33,Republic of Ireland,60,60,Shamrock Rovers,150000.0,700.0,CM,https://cdn.sofifa.net/players/166/847/22_120.png
R. Lainton,31,England,60,60,Wrexham AFC,130000.0,500.0,GK,https://cdn.sofifa.net/players/184/282/22_120.png
A. Al Saleh,31,Saudi Arabia,60,60,Ettifaq FC,130000.0,3000.0,GK,https://cdn.sofifa.net/players/210/791/22_120.png
A. Chapman,31,England,60,60,Gillingham,130000.0,1000.0,GK,https://cdn.sofifa.net/players/215/408/22_120.png
A. Desábato,31,Argentina,60,60,Platense,130000.0,2000.0,GK,https://cdn.sofifa.net/players/261/014/22_120.png
Hou Sen,32,China PR,60,60,Beijing Guoan FC,120000.0,2000.0,GK,https://cdn.sofifa.net/players/191/528/22_120.png
